,KWCDC_Curncy,GVSK3M_Index,GVSK3YR_Index,GVSK10YR_Index,USDKRW_Curncy,KWSWNI1_Curncy,MOVE_Index,KOSPI_Index,KOSPI_Index_VOLUME,KOSPFIN_Index,USDKRWV1M_BGN_Curncy,CKREA1U5_CBGN_Curncy,VKOSPI_Index
2024-02-28,3.72,3.446,3.359,3.442,1331.3,3.639,108.70999908447266,2652.2900390625,421600.0,7745.0,5.311030055506473,-82.79999999999994,16.99232003275683
2024-02-29,3.72,3.469,3.385,3.475,1334.0,3.66,109.0999984741211,2642.360107421875,496100.0,7805.0,5.368129614642356,-77.49999999999999,17.11320182011286
2024-03-01,,,,,,,106.4800033569336,,,,,-71.50000000000003,
2024-03-04,3.72,3.438,3.36,3.434,1334.1,3.649,109.56999969482422,2674.27001953125,404000.0,8045.0,5.084412787145378,-78.59999999999997,17.361032046726763
2024-03-05,3.71,3.441,3.349,3.409,1330.1,3.648,110.33000183105469,2649.39990234375,457200.0,8000.0,5.140317748436554,-72.10000000000001,17.01520366053412
2024-03-06,3.71,3.42,3.325,3.381,1333.2,3.635,105.33000183105469,2641.489990234375,379000.0,7970.0,5.206345166759991,-72.90000000000005,13.889936078765786
2024-03-07,3.7,3.42,3.321,3.399,1335.7,3.634,105.44999694824219,2647.6201171875,462900.0,8050.0,4.801473042386628,-69.09999999999998,13.415245818440628
2024-03-08,3.7,3.382,3.271,3.334,1329.6,3.611,100.87999725341797,2680.35009765625,454300.0,8095.0,4.398167595907527,-75.59999999999998,13.717851637533935
2024-03-11,3.7,3.345,3.275,3.342,1323.1,3.601,106.62999725341797,2659.840087890625,389800.0,8030.0,4.537364486164163,-75.79999999999995,13.486993932437825
2024-03-12,3.69,3.357,3.273,3.335,1314.4,3.611,101.36000061035156,2681.81005859375,404000.0,8050.0,4.964601181164261,-82.50000000000001,13.693091572738588
2024-03-13,3.69,3.34,3.251,3.331,1311.1,3.606,97.02999877929688,2693.570068359375,497200.0,8255.0,4.967940922083991,-85.90000000000005,13.239957229010098
2024-03-14,3.68,3.363,3.273,3.354,1312.8,3.618,98.66999816894531,2718.760009765625,609300.0,8575.0,4.985679393195213,-93.6,12.782290668524517
2024-03-15,3.67,3.381,3.308,3.41,1316.9,3.615,97.81999969482422,2666.840087890625,582100.0,8370.0,4.4877805066872,-89.99999999999994,14.74207423749459
2024-03-18,3.66,3.413,3.348,3.435,1328.4,3.616,102.87000274658203,2685.840087890625,408200.0,8265.0,5.536077095088919,-90.49999999999999,14.205953222166428
2024-03-19,3.66,3.444,3.383,3.472,1333.0,3.608,99.98999786376953,2656.169921875,695900.0,8120.0,5.684741322886672,-82.79999999999998,14.14956165733523
2024-03-20,3.65,3.429,3.371,3.451,1338.5,3.586,92.72000122070312,2690.139892578125,720500.0,8200.0,5.868416663834363,-81.89999999999995,14.557861439115447
2024-03-21,3.65,3.352,3.306,3.411,1338.7,3.546,90.81999969482422,2754.860107421875,823700.0,8490.0,5.768258434124769,-85.89999999999995,16.718897077571533
2024-03-22,3.65,3.335,3.284,3.362,1326.3,3.549,91.04000091552734,2748.56005859375,509500.0,8450.0,6.615389337453857,-85.79999999999997,16.762113509097077
2024-03-25,3.65,3.313,3.29,3.37,1336.1,3.553,92.23999786376953,2737.570068359375,489600.0,8315.0,7.069399165792372,-87.99999999999999,16.880261918946
2024-03-26,3.65,3.335,3.301,3.397,1340.7,3.568,90.62999725341797,2757.090087890625,448300.0,8290.0,7.136747665317091,-84.30000000000004,16.64296143773317
2024-03-27,3.64,3.331,3.288,3.373,1338.6,3.565,86.27999877929688,2755.110107421875,510600.0,8035.0,7.157257982818548,-82.69999999999999,16.22561892324361
2024-03-28,3.64,3.333,3.293,3.377,1345.8,3.569,86.37999725341797,2745.820068359375,419300.0,8115.0,7.379793444826566,-82.30000000000004,16.07024369842313
2024-03-29,3.64,3.368,3.322,3.413,1346.8,3.572,,2746.6298828125,495500.0,7980.0,7.35977412629971,-78.70000000000003,15.949511245154845
2024-04-01,3.63,3.337,3.291,3.381,1347.4,3.543,94.19999694824219,2747.860107421875,397600.0,7890.0,7.358192502088196,-94.90000000000003,15.501503502582109
2024-04-02,3.63,3.359,3.333,3.425,1347.1,3.552,96.56999969482422,2753.159912109375,630400.0,7850.0,7.247991075578683,-93.50000000000006,14.976750608097428
2024-04-03,3.61,3.369,3.341,3.452,1353.0,3.549,97.87999725341797,2706.969970703125,640800.0,7735.0,7.347014966730627,-90.80000000000004,16.321133558027896
2024-04-04,3.6,3.365,3.338,3.457,1349.1,3.541,96.12999725341797,2742.0,478000.0,7875.0,7.443627792050034,-85.29999999999998,16.83850562647258
2024-04-05,3.59,3.356,3.329,3.433,1346.8,3.523,94.30999755859375,2714.2099609375,621000.0,7840.0,7.251591706419893,-95.69999999999999,16.86157780997594
2024-04-08,3.58,3.416,3.383,3.488,1351.8,3.542,99.37000274658203,2717.64990234375,620700.0,7895.0,7.018818726847903,-93.19999999999999,16.571665522488306
2024-04-09,3.57,3.432,3.391,3.503,1353.6,3.546,98.7300033569336,2705.159912109375,470200.0,7810.0,6.409259117224877,-85.70000000000002,16.465758812037134
2024-04-10,,,,,,,109.58999633789062,,,,,-104.69999999999997,
2024-04-11,3.57,3.494,3.466,3.585,1354.4,3.584,108.86000061035156,2706.9599609375,561300.0,7715.0,6.2457112997215924,-97.49999999999997,16.40170539405648
2024-04-12,3.57,3.445,3.403,3.538,1363.7,3.554,112.81999969482422,2681.820068359375,513700.0,7475.0,6.513100897168429,-96.20000000000002,16.371571784622876
2024-04-15,3.56,3.467,3.44,3.561,1371.6,3.566,121.1500015258789,2670.429931640625,562000.0,7475.0,6.646549085682317,-106.89999999999999,14.935982759116277
2024-04-16,3.55,3.49,3.469,3.618,1383.7,3.574,119.58999633789062,2609.6298828125,570200.0,7290.0,6.658514984544962,-105.2,16.73452101586592
2024-04-17,3.55,3.504,3.475,3.632,1395.3,3.568,113.29000091552734,2584.179931640625,414300.0,7220.0,7.016470177815033,-95.79999999999997,16.641443179932374
2024-04-18,3.55,3.448,3.427,3.562,1386.3,3.543,108.66000366210938,2634.699951171875,478800.0,7335.0,7.628239679306194,-107.79999999999998,17.54994349653781
2024-04-19,3.55,3.485,3.468,3.583,1375.9,3.572,111.26000213623047,2591.860107421875,809500.0,7275.0,8.297563759163602,-103.69999999999999,15.652747755964757
2024-04-22,3.55,3.528,3.512,3.65,1385.0,3.607,108.55999755859375,2629.43994140625,401900.0,7735.0,7.46792626484809,-97.00000000000001,16.842830716463872
2024-04-23,3.55,3.502,3.489,3.625,1380.6,3.6,106.8499984741211,2623.02001953125,430300.0,7790.0,7.431812408183809,-98.50000000000003,16.829344116586476
2024-04-24,3.56,3.509,3.509,3.645,1377.9,3.615,110.20999908447266,2675.75,325100.0,7710.0,7.5057601528183415,-100.50000000000003,18.333829570817628
2024-04-25,3.56,3.533,3.543,3.707,1370.0,3.634,108.55000305175781,2628.6201171875,334100.0,7750.0,7.8600917952005505,-99.30000000000004,19.206615742382073
2024-04-26,3.57,3.522,3.531,3.694,1376.6,3.632,104.4000015258789,2656.330078125,450500.0,8085.0,7.822684646409781,-97.6,19.729352045649424
2024-04-29,3.58,3.54,3.552,3.704,1375.9,3.653,105.41999816894531,2687.43994140625,470500.0,7890.0,7.843769932599762,-92.59999999999997,20.281869185265105
2024-04-30,3.58,3.518,3.529,3.656,1378.7,3.648,107.45999908447266,2692.06005859375,460100.0,7855.0,7.8469821378202145,-103.40000000000002,20.299011062977826
2024-05-01,,,,,,,100.63999938964844,,,,,-97.39999999999998,
2024-05-02,3.58,3.503,3.509,3.638,1378.0,3.644,100.69999694824219,2683.64990234375,351100.0,7630.0,7.854295582710619,-94.20000000000002,20.283283450373073
2024-05-03,3.58,3.507,3.5,3.614,1378.5,3.645,95.95999908447266,2676.6298828125,338600.0,7695.0,7.763862261281858,-88.60000000000001,19.4464892803704
2024-05-06,,,,,,,94.5,,,,,-87.60000000000004,
2024-05-07,3.58,3.473,3.448,3.536,1365.2,3.622,98.04000091552734,2734.360107421875,532200.0,7785.0,8.539024351760808,-93.39999999999998,20.452060971394403
2024-05-08,3.58,3.473,3.439,3.53,1357.8,3.609,95.58000183105469,2745.050048828125,436300.0,7950.0,8.771153220227289,-95.00000000000006,20.139729728880013
2024-05-09,3.58,3.481,3.453,3.556,1364.4,3.625,93.8499984741211,2712.139892578125,423800.0,7835.0,8.837521008137733,-89.4,20.628853612534602
2024-05-10,3.58,3.471,3.44,3.538,1367.9,3.607,94.2300033569336,2727.6298828125,586100.0,8050.0,8.86412054552979,-96.20000000000002,20.65014245347773
2024-05-13,3.59,3.482,3.452,3.554,1367.9,3.613,105.3499984741211,2727.2099609375,625300.0,8150.0,8.866155293430575,-92.60000000000007,20.651288570405526
2024-05-14,3.59,3.478,3.454,3.546,1370.1,3.611,106.55000305175781,2730.340087890625,443300.0,8075.0,8.557308242501973,-90.40000000000003,20.32817656900111
2024-05-15,,,,,,,93.77999877929688,,,,,-81.40000000000005,
2024-05-16,3.59,3.415,3.375,3.458,1369.0,3.574,91.83000183105469,2753.0,521800.0,8260.0,8.307060354700742,-92.19999999999997,20.388468783215583
2024-05-17,3.59,3.421,3.379,3.454,1349.4,3.579,89.3499984741211,2724.6201171875,575900.0,8160.0,9.04536903771797,-96.59999999999998,18.8336643697553
2024-05-20,3.59,3.445,3.412,3.497,1355.2,3.591,88.12999725341797,2742.139892578125,582100.0,8275.0,8.572898670095661,-94.30000000000005,18.338172390664017
2024-05-21,3.59,3.442,3.411,3.491,1356.2,3.589,85.33999633789062,2724.179931640625,560800.0,8245.0,8.393896808378228,-91.9,17.54355748796993
2024-05-22,3.59,3.447,3.409,3.478,1364.4,3.59,82.48999786376953,2723.4599609375,484700.0,8025.0,8.397556947506168,-95.19999999999995,16.23841918519717
2024-05-23,3.59,3.435,3.402,3.472,1363.1,3.581,86.1500015258789,2721.81005859375,427400.0,7950.0,7.977631347698856,-99.79999999999998,15.635614400252967
2024-05-24,3.59,3.456,3.423,3.515,1364.5,3.593,83.56999969482422,2687.60009765625,501600.0,7865.0,7.949944488707366,-94.49999999999999,16.392655929090743
2024-05-27,3.59,3.448,3.413,3.498,1370.0,3.589,,2722.989990234375,556700.0,7880.0,8.094668931323497,-96.19999999999997,15.496118166795933
2024-05-28,3.59,3.424,3.394,3.481,1365.4,3.577,89.66999816894531,2722.85009765625,441000.0,7870.0,7.924332823653875,-105.90000000000002,13.879758519565211
2024-05-29,3.59,3.444,3.425,3.536,1359.5,3.591,93.44999694824219,2677.300048828125,439000.0,7865.0,7.826922052197477,-107.40000000000003,14.93674671985145
2024-05-30,3.59,3.462,3.44,3.564,1364.8,3.603,91.08999633789062,2635.43994140625,371900.0,7840.0,7.98938114666623,-98.59999999999998,15.347159630561752
2024-05-31,3.6,3.462,3.452,3.578,1376.5,3.599,91.13999938964844,2636.52001953125,613700.0,7910.0,8.56889587214688,-93.19999999999999,15.324179975886166
2024-06-03,3.6,3.45,3.434,3.532,1381.6,3.587,93.91999816894531,2682.52001953125,782300.0,7960.0,8.669976032275617,-87.80000000000001,16.629706371085565
2024-06-04,3.6,3.411,3.39,3.47,1377.6,3.57,100.11000061035156,2662.10009765625,773500.0,7770.0,8.73598342142516,-85.99999999999999,16.828563725101404
2024-06-05,3.6,3.379,3.345,3.43,1373.1,3.554,102.43000030517578,2689.5,881500.0,7760.0,8.07137587642013,-85.99999999999999,15.298847604754393
2024-06-06,,,,,,,100.98999786376953,,,,,-85.00000000000001,
2024-06-07,3.59,3.342,3.308,3.385,1371.5,3.536,91.81999969482422,2722.669921875,783900.0,7870.0,7.808369624818204,-104.5,15.92104836713443
2024-06-10,3.59,3.404,3.353,3.433,1366.9,3.57,94.16000366210938,2701.169921875,506900.0,7810.0,7.746005793846282,-103.69999999999999,15.587428963393926
2024-06-11,3.59,3.398,3.341,3.425,1377.9,3.557,97.2699966430664,2705.320068359375,558900.0,7775.0,8.207815693575375,-96.49999999999999,15.44879915648402
2024-06-12,3.59,3.375,3.307,3.382,1377.4,3.542,91.7300033569336,2728.169921875,511000.0,7850.0,8.21103630455883,-92.79999999999995,15.76285428043877
2024-06-13,3.59,3.347,3.277,3.345,1377.8,3.532,91.93000030517578,2754.889892578125,700000.0,7800.0,8.19775353277721,-89.5,16.136042550744197
2024-06-14,3.59,3.325,3.252,3.302,1371.0,3.519,100.16000366210938,2758.419921875,645000.0,7785.0,8.399775102866865,-89.80000000000001,15.876156907885857
2024-06-17,3.59,3.283,3.212,3.283,1377.7,3.496,99.06999969482422,2744.10009765625,594000.0,7700.0,6.606959270881753,-99.70000000000003,15.529338941794911
2024-06-18,3.59,3.279,3.214,3.279,1380.4,3.502,97.98999786376953,2763.919921875,561500.0,7700.0,6.505681845558321,-94.09999999999998,15.572631918555329
2024-06-19,3.59,3.243,3.162,3.231,1380.5,3.481,,2797.330078125,645700.0,7785.0,6.512567276459154,-98.89999999999999,15.865423710544036
2024-06-20,3.59,3.269,3.196,3.269,1380.8,3.498,94.13999938964844,2807.6298828125,758200.0,7970.0,6.2234774297091375,-98.1,15.873239056479877
2024-06-21,3.59,3.246,3.176,3.255,1383.8,3.48,94.08999633789062,2784.260009765625,631100.0,7930.0,6.218607268743361,-99.50000000000001,16.24563453098896
2024-06-24,3.59,3.258,3.194,3.264,1389.1,3.491,95.19999694824219,2764.72998046875,592800.0,7930.0,6.313376668278495,-98.60000000000002,15.733526353521993
2024-06-25,3.59,3.26,3.201,3.271,1389.7,3.49,96.97000122070312,2774.389892578125,714200.0,7955.0,6.205087145022258,-95.90000000000005,15.142582169478116
2024-06-26,3.59,3.27,3.215,3.278,1386.4,3.496,97.91000366210938,2792.050048828125,534300.0,7920.0,6.128718992739368,-104.20000000000003,15.255574591072124
2024-06-27,3.59,3.281,3.22,3.3,1390.1,3.5,95.69000244140625,2784.06005859375,396700.0,7955.0,5.854634352970205,-99.00000000000003,13.807456760526197
2024-06-28,3.59,3.243,3.182,3.266,1389.2,3.482,98.58999633789062,2797.820068359375,610600.0,8095.0,5.790518289865516,-109.40000000000003,12.15633504233135
2024-07-01,3.59,3.263,3.21,3.312,1382.4,3.486,106.2300033569336,2804.31005859375,458800.0,8040.0,5.380250242804379,-116.80000000000005,12.120760310506643
2024-07-02,3.58,3.209,3.169,3.289,1380.8,3.43,107.51000213623047,2780.860107421875,538400.0,8225.0,5.237382990617993,-114.09999999999995,11.521170845230309
2024-07-03,3.55,3.199,3.16,3.274,1387.4,3.411,102.83000183105469,2794.010009765625,339800.0,8365.0,5.385764789820221,-108.60000000000002,11.001250295737181
2024-07-04,3.52,3.156,3.128,3.234,1389.4,3.366,,2824.93994140625,393200.0,8500.0,5.222098471403433,-112.60000000000004,11.078014784774243
2024-07-05,3.5,3.161,3.115,3.227,1381.9,3.296,98.77999877929688,2862.22998046875,377600.0,8640.0,5.612893444864878,-105.30000000000004,11.184053359403435
2024-07-08,3.49,3.161,3.119,3.212,1379.0,3.288,97.95999908447266,2857.760009765625,424600.0,8465.0,5.518915617405001,-106.80000000000001,10.612490897482727
2024-07-09,3.47,3.159,3.114,3.191,1379.4,3.277,95.62000274658203,2867.3798828125,455800.0,8365.0,4.732860712577023,-110.9,10.602487230060843
2024-07-10,3.46,3.163,3.12,3.198,1383.4,3.274,92.97000122070312,2867.989990234375,471800.0,8350.0,4.834920828451371,-108.20000000000003,10.436282179814468
2024-07-11,3.46,3.209,3.163,3.234,1385.6,3.293,89.66999816894531,2891.35009765625,461700.0,8490.0,4.859323952567891,-96.60000000000002,10.299415078327504
2024-07-12,3.46,3.161,3.101,3.177,1380.1,3.282,86.79000091552734,2857.0,407400.0,8520.0,4.732066512294846,-100.29999999999997,11.486977647206002
2024-07-15,3.47,3.137,3.076,3.177,1376.3,3.29,94.5,2860.919921875,424500.0,8425.0,4.530163502317562,-105.30000000000004,11.190960609371881
2024-07-16,3.46,3.102,3.035,3.137,1381.9,3.283,93.87000274658203,2866.090087890625,677300.0,8405.0,4.712278585573109,-103.3,11.026726995006857
